categories,review
['pirate theme'],aye matey fuckin pirates 10 /10
"['storyline', 'graphics', 'movement', 'exploration', 'animals', 'series']",8 .5/10   you should definitely get this game totally worth the money best ac game basically... easily one of the best games in the series assassins creed iv black flag allows you to explore the caribbean as edward kenway there is plenty of content in the game but the side missions gets a bit repetitive graphics: the graphics are pretty good considering when it came out gameplay: the movement system is alright but sometimes the character climbs the wrong way or jumps the wrong way which is stupid the map is huge and you can choose to do many side activities like hunting animals (on sea and land as well as diving many of the side missions for capturing forts are repetitive and the tailing missions are always stupid overall: overall an amazing game would recommend to anyone especially if you are new to the series
"['pirate theme', 'storyline', 'exploration', 'movement']",best damn pirate simulator on the market as a pre -completion review i 'm giving this a thumbs up while it 's on the winter sale i 'm that impressed time will tell if it 's as irritating as the other ac games i have 35hrs to beat the main story with minimal exploration plenty of side missions and treasure left to find too for those who are into it still has the anoyying running -and-grab-anything-in-your-way type of gameplay but that 's ass creed for ya
"['pirate theme', 'character', 'movement']",this a mighty fun game it has plenty o game play 'n plenty o thin 's t do i love th mixture o bein an assassin 'n a pirate ye can sink boats free slaves fish fer whales find loot assassinate scallywags 'n so on 'tis mighty fun but th one big problem i 'ave wit th game be command glitches thar 's so much ye can do in th game 'n it seems like th wires get crossed in th process climbin 'n hidin in a hurry can be problematic 'cause o yer controller dull (character) messin up or gettin stuck 'tis mighty mighty frustratin th game be mighty fun it had a frustation as mighty as the first storm you seek to escape from so many problems when it comes t gettin yer character t do wha ye wants when ye wants 'im t 'tis be past doe as the bloody devs found a bloody to fix this buttloada crap i would nigh -on loot a bad review and low stars o 'cause 'tis so frustratin back in the back all in all 'tis a good game to seek yer land -days in
"['storyline', 'character']",i really wanted to love this game i really did but unfortunately i played it and felt incredibly let down having been a fan since the first game and adoring the second i was one of the fans who felt let down by the third game but still enjoyed it for what it was although i cannot forgive the ending which is where i feel my dislike for this game comes from the game mechanics themselves are the best they 've ever been it 's the most fluid and easy to control assassin 's creed so far but the overall story arc no longer interests me anymore i found edwards story to jump and skip all over the place i really didn 't feel like i was experiencing his character grow in significant ways like with previous games and the 'real world story while an interesting idea really didn 't feel fleshed out enough for me the only bits i really enjoyed were the memo 's desmond had recorded for his father overall i 'll keep playing it as from what i 've read i 'm only a few hours from the ending but i shall be more patient when thinking about buying the next installment and it will probably be the first assassin 's creed i don 't preorder
"['storyline', 'combat', 'uplay', 'optimization', 'customer support', 'series', 'graphics', 'movement']","possibly the weakest entry in the series to date the entire story feels arbitrary and half -told, and the 'climax' was far from satisfying leading the end of the game to feel abrupt as if it ended early to accomodate more dlc issues that have dogged the series have only gotten worse with ground combat being the worst i have seen yet i don 't think i 've ever played a game where i felt simultaneously more powerful and incredibly weak but they have managed to somehow pull that off it also bears in my opinion several strong resemblances to far cry 3 while failing to capture any of the uniqueness of that game hunting and scrounging for materials to craft upgrades weird visions where you 're forced to walk really slowly by people from your past as they rage at you taking over enemy forts to give yourself fast travel locations fans of the tedious parts of fc3 will be very happy with this title despite buying the game in steam it plays in ubisoft 's terrible uplay which requires a separate account and tracks achievements separately buying a large pack of dlc here on steam therefore requires manually copy /pasting each individual code over into uplay which is cumbersome and unnecessary my playthrough was also plagued with lost savegames which a quick search shows has been an issue known to ubisoft for several months and has received no attention resulting in the loss of about two dozen hours of playtime despite uplay 's 'always on cloud syncing of savegames i was able to lose entire sessions with no real warning on multiple occasions ubisoft forum denizens offer a workaround for this issue in the form of a batch file to back up your savegames (i did not try this but the fact that ubisoft has failed to resolve this issue several months after a botched launch reflects extremely poorly on their further involvement in the title gone is the ability to recruit new assassins replaced by the ability to create a trading fleet managed in a minigame instead (the less said about this new minigame the better i suppose this is due to the fact that edward isn 't actually an assassin until the end of the game and while he occasionally works with them his ends seem mostly at odds with theirs throughout the game in the plus column this game is gorgeous and there is no way to overstate that every sightline falls on something just beatifully done this game also has some of the great jumping and climbing puzzles that has made the series great and collectibles are very liberally sprinkled all over the place which made for a lot of fun until i lost an entire day of collecting due to a savegame corruption as mentioned above the overall impression i felt while playing was less like i was playing ac4 and more like i was playing a reskinned ac3"
"['storyline', 'exploration', 'pirate theme']",pretty fun whether you follow the story line or just like to explore this game has the feel of skyrim with a dash of pirating
"['music', 'graphics', 'storyline', 'exploration', 'entertainment value']",so i knew about the assasin 's creed video games but never really thought much about them or really knew much about them so when i played this game i loved the music gameplay graphics story and everything about it i really recomend this game if your looking for an adventure
"['uplay', 'storyline']",your (uplay) account has been banned for 60 minutes due to failed activation attempts the best 1 hour game intro ever uplay better than steam edit got another 60 minutes ban for inputing my activation code 10 /10 would do it again in another hour
"['storyline', 'pirate theme', 'exploration', 'graphics', 'series', 'combat', 'character', 'entertainment value']",easily the most enjoyable game in the series black flag ditches the growing tediousness of the altair legacy and instead makes you a virtual game tester for abstergo games it 's a weird premise i know playing the part of a game tester and that 's probably the only part of the game i didn 't really like because it takes away from the immersive and fun narrative of the actual 'game'. i think that pirates and adventure on the high seas is a genre which resonates with a lot of people the idea of commanding your own ship sailing free by your own sense of honor and by your own rules beholden to none this game does its best to explore the liberty and freedom of being a pirate by quickly placing you at the helm of your own (stolen) ship and then getting out of the way and letting you play the game as you like you 're almost immediately free to explore islands take down ships for loot and explore and gather relics and loot the 'story' is there when you want it but you 're generally allowed to do the things pirates do best hungry for some loot play a few games of dice or scour the islands for treasure maps and ill -gotten gains not rough enough for you jump in your ship and take to the waters opening fire on any fools who dare get too close then board them and take what is rightfully yours for hardcore fans of games like pirates gold black flag won 't let you seize ships to add to your navy or give you deep crew customization (though you will be able to gather crew as you go along but it will give you that sense of excitement and action as you swing on a rope across to a burning enemy ship to kill her captain and seize a hold of rum and gold and the templars well let 's just say they 're a part of the story the visuals are equally impressive standing atop a thatch hut at antigua looking over the bay at the turquoise waters for the first time is breathtaking the liveliness of towns with chickens clucking about and people carrying on their business shows the strength of ubisoft 's assassin 's creed franchise which has always shined most in their attention to detail in cities the gameplay while similar to every other assassin 's creed title is somehow more enjoyable and less 'serious' now that you don 't have to play the assassin sure there are assassin jobs but you don 't have to take them and they feel like they 've been tacked on to tie this game to the previous ones which is unnecessary playing the pirate fencing with your foes and using your guns rather than the wristblades brings a whole new experience to the franchise and is a great departure from backstabbing and running there are very few times where you won 't be able to stand your ground in black flag your character is tough and capable of taking and giving punishment i 've fought 6 guys at once before and beat them without a scratch through the clever dodge and follow -through moves you can use black flag is the closest anyone has come to giving the player the experience of being a pirate captain if you love pirates and you don 't have this game get it get it now
"['errors', 'uplay', 'optimization', 'exploration', 'combat', 'series', 'graphics', 'movement', 'entertainment value']",here 's a review that might help ubisoft and uplay is complete bogus after all the hours i put on here 3 /4 done the game my game froze when i ended the task i came back to find that my game had been completely wiped apparently there is a miscommunication when your game syncs to ubisoft servers and it just so happened that the server just overwrote my game awesome this a known bug and i 'm writing this more to make people aware as long as there is uplay this could happen not to mention why does my single player experience even require to be saved to a web server where are those days when things were just saved to the harddrive not here not with uplay the game itself is great travelling the seas is a fantastic feeling as there really is nothing compared to it the fighting is what you 've come to expect from assassin 's creed games smooth and frantic and for the first time in a long time exploration is a real joy to persue and continue long after you 've beaten the main story but as long as i have to go through another server for my single player experience i won 't be bothering to buy another ubisoft game
['pirate theme'],im a mighty pirate :d
['frame rate'],very good game only issue is that its locked at 60fps and cant go any higher
"['series', 'assassin theme']",probably the best assassin 's creed game out of the whole series
['no topic'],this is a great game but for some reason it won't save i've tried everything i can find on the internet until i find a solution my review will stay a thumbs down
"['assassin theme', 'graphics', 'storyline', 'combat', 'pirate theme', 'character', 'series', 'entertainment value']",this is a prime example of the sort of masterpieces ubisoft was capable of making before the past couple years this is easily one of the best assassin 's creed games and possibly one of my favorite games of all time everything about it is good the graphics the animations the story the combat the ship battles and the side activities all have their own things that make it enjoyable even the sailing is fun because of the wind storms and sea shanties edward is also my favorite assassin his character arc is unmatched and despite the game being mainly about pirates he still makes it feel like assassin 's creed at its core i 'd highly recommend this to anybody who enjoys the older games in the series
['no topic'],a lot of hype did not meet expectations meh /10
['pirate theme'],butt pirating for all us butt pirates
['series'],best ac game
"['series', 'assassin theme']",this is still my favorite assassins creed game make more like this
"['entertainment value', 'storyline']",its a fun open world games but a dispointed story
['series'],best assasin 's creed ever
['no topic'],the game is flawless the map is flawless and the gameplay is just awsome
"['pirate theme', 'storyline', 'combat', 'graphics', 'exploration', 'character']",assassin 's creed 4 is so very close to being the pirate game i 've always wanted the variation of activities to do kept the game moving along pacing isn 't an issue when the game gives me the freedom to choose often times i 'd spend a few hours sailing the seas harpooning stopping to pick up some lost treasure or liberating ships from their captains to add to my own fleet all between doing the story missions environments have been given plenty of detail and character of their own havana nassau kingston and the island ports all have a unique ambience the ocean where you will likely spend a good amount of time also keeps things interesting with changing weather and wave conditions the water even has a correct appearance when you see the light shining through the wave combat can still have some odd stumbles but the majority of the time it felt smooth weapon variation seems to have taken a backseat in this incarnation dual swords pistols hidden daggers and fists are what you 'll use the most with rope darts making a very late entry i didn 't use the heavy weapons much in the previous games but i had hoped to see some one handed fencing to round out the swashbuckling experience the good player character has personality something ac3 lacked large open world is fun to explore controls feel improved the bad storyline feels disjointed at a few steps along the way the ending wasn 't very satisfying lack of weapon variation
"['storyline', 'assassin theme', 'difficulty']","so full disclosure i 'm an rpg gamer at heart however i have a deep and abiding love for games where ridiculous stuff happens and it ties into real world conspiracies the first few assassin 's creed games were just too one note for me personall ,y which isn 't to say that they were bad this game is pirates of the caribbean but without jack sparrow i 'm not the first person to say that i know but like go in expecting that and a heck of a difficulty curve and you 'll probably enjoy it"
"['pirate theme', 'storyline']",not a big assassins creed fan but i loved ac iv black flag pros: pirates ships and naval battles caribbean landscapes silly characters and better ai compared to ac iii is waaaay better than iii and ac unity :p simple but fun multiplayer cons: lack of story and sidequest still not a good port for non sli gtx 700 's (if you have ps4 buy that version
"['series', 'graphics']",assassins creed wind waker 10 /10 goty http ://steamcommunity.com/sharedfiles/filedetails/?id=362281596
['no topic'],b o a t
"['customer support', 'uplay', 'series']",uplay has ruined this game for me i constantly lost my game progress even though uplay says it saving i have contacted ubsoft more then once and never got a reply ac was my favorite game series but every morning i am back to where i was the day before i have probably lost total 35 -40 hours of game play wont be buying the next ac game
['no topic'],love the boat play
"['series', 'exploration', 'combat']",its a great game that is a must buy especially if this is your first dip into the assassins creed series it mostly allows you to go where you want without limitations and you dont have to wait till the end game to unlock more powerfull weapons (if you have the money and resources go crazy i also love taking over forts and getting land the only thing i would have liked was if you can take over ships and use them as your own i hate how futile the jackdaw is compared to other ships like i beat many man o wars the least you can do is let me sail one
['no topic'],one of the finest games i 've played beautiful
"['entertainment value', 'graphics', 'combat', 'storyline', 'character', 'uplay']",most fun i 've ever had when playing an assassin 's creed game gorgeous graphics and water physics fun naval combat great sword combat and gripping story from start to finish main character is well developed and the modern sequences are for once fun and meaningful although the main missions are pretty repetitive in terms of gameplay (tailing missions especially there 's enough here to justify it 's full priced purchase especially since you can get it for free on uplay
"['series', 'character', 'movement', 'errors', 'combat', 'optimization', 'pirate theme', 'exploration', 'graphics', 'entertainment value', 'assassin theme']",best asscreed since acii controls are still horrible 6 games in the series character is pretty much all over the place and moves glitchy as hell main missions are still boring but the rest is just great best pirate game i `ve ever played lots of fun neat sea battles lots of upgrades fun treasure hunt so is the multiplayer which is almost like seperate game in scale and presentation quite possibly the best assassin `s creed game
"['storyline', 'movement']",wants to do mission gets stop by a man o war ship to infinity and beyond moral of story always fast travel
"['storyline', 'combat', 'exploration', 'character']",this is definitely the best assassin 's creed game of the bunch ac3 was a very ambitious game while it wasn 't terrible it wasn 't able to complete it 's vision and felt uncomplete this game however completes ac3 's vision of exploration and naval combat edward kenway is a much better protagonist than connor while the setting might not be as interesting and the historical figures not as apparent the story is overall a lot better than ac3 's. definitely worth your money
"['errors', 'uplay', 'customer support']","i recommend you not to buy it because the accounts of steam and ubisoft connect are twisted server connection errors various problems (dlc,ulc not working bcs it is tied to ubisoft internet drm ,jesus) and even ubisoft 's response is a mess"
"['series', 'combat', 'exploration', 'character', 'storyline', 'difficulty', 'stealth', 'graphics']",a triumph i ’ll be honest and say that i ’m basically an ac fanboy before playing black flag i played ac ac ii brotherhood revelations and ac iii hands down ac iv is the best edition to the series yet the sheer amount of content here is incredible comparing favorably to open world games like grand theft auto or prototype the core game is still the same you play a cloaked assassin who systematically eliminates a series of templar targets so ac veterans will find much here that ’s familiar however they ’ll also get naval battles and exploration underwater exploration improved hunting and a crafting and a trading system that actually makes sense i also found the combat system to be much improved over the game ’s predecessors newcomers looking for a fun action -adventure game have come to the right place the story break after ac iii also means they won ’t really be missing anything for not having played the previous games in the series however newcomers be warned what this game is not is a stealth game for that you should try styx or the classic thief games in ac iv you can proudly play as if you ’re the main character in a schwarzenegger movie and (almost) never pay a price for it the game is not perfect the controls can be a bit wonky at times and the game suffers from occasional clipping and bugs such as when your ship disappears still this game is one that ’s worth picking up for both ac veterans and newcomers
['series'],this is a great game easily one of the best if not the best ac games they ’ve made however the online requirement just to play the game is awful especially if you ’re trying to play on your steam deck and don ’t have wi -fi. absolutely ridiculous
['uplay'],ubisoft 's forced launcher for nothing is awful
['no topic'],still loving this after all those years fuck you ubisoft but this one 's still a great game
['series'],you spend a few hours climbing walls and jumping off towers only to find that ubisoft is actually run by the templars
"['storyline', 'exploration', 'optimization', 'graphics']",i didn't believe when i heard that this game would be focused on ship battles something that i hated in assassin's creed iii luckily i was wrong ubisoft delivered an amazing game not just by its story but all of it i always thought that any other game could be better than the second one but they made it it's not just entertaining it has amazing scenarios and many many places to explore another thing that impressed me was the weather system i risk saying that it's the best i've ever seen in a game the only complain i have is about the pc version it's graphically amazing but not well optimized nothing compared to aciii of course anyway thank you ubisoft for making me believe in assassin's creed again
"['errors', 'series', 'graphics', 'movement', 'uplay', 'storyline']",a lot of bugs :( if you are a fan of the series you will enjoy this game unfortunately i had some issues with the game which makes it not recommendable i also played the previous title of the assassins creed series and i like the series a lot still i can 't recommend this game as there are a lot of bugs and although there are really big and famous devloper studios behind this series they just don 't seem to care overall graphics maritime missons (i think all the sailing is fun but i guess the community is divides here the game is very buggy (but at least not as buggy as its predecessor travel distances /times mid /late game sidemissons get boring fast uplay the story (not good not bad but very different to the previous titles
['no topic'],well well well look who came crawling back to steam
"['assassin theme', 'series']",great game possibly one of my favorite assassins creed games so far still a great game even today
['no topic'],50 hours and still sequence 6 and no multiplayer gameplay
['pirate theme'],best pirate game ever
['no topic'],great game love it
"['storyline', 'exploration']",progress can be lost ...and not just the progress of the most recent session but you can find youself back to very near square one beautiful scenery and havana was fun to explore loved the companion app too but no fun if you can 't trust the saves
"['graphics', 'storyline', 'movement']",good things good graphics (2013) huge map great story great performance bad things without fast traveling it takes alot of time to get to the next mission but you can also consider this as a good thing sometimes jumping between places is little buggy but you get used to it summary 9 .5/10
"['pirate theme', 'storyline', 'combat', 'exploration', 'character', 'movement', 'music']",now i 'm a die hard ac fan for so many years now and well i 've played this game like so many times already it 's a tradition to revisit this every now and again but honestly black flag is still at the very top of the mountain for being the best ac game and pirate game out there such incredible writing satisfying parkour likeable characters beautiful open world amazing naval combat plus the sea shanties alongside that it 's just ticks everything off the list this is genuinely the only ac game where you don 't need to use fast travel because travelling across the open seas while singing sea shanties is so good it 's a shame ubisoft didn 't stick with this formula for the newer ac games in terms of writing and stealth but this truly is a gem and a must play if your new and getting into the franchise
"['pirate theme', 'storyline', 'combat', 'optimization', 'graphics', 'character', 'uplay', 'series', 'customer support', 'entertainment value']",this game was a birthday gift to myself (though it came out a day after my birthday nov 18 and boy has it been worth it i have never played any of the previous assassin 's creed games but i believe i picked the perfect one to start with i am totally enamored with it the ship to ship combat is easily my favorite part of this game and on many an occasion i have fistpumped with my virtual crew on the successful boarding of a larger spanish or british ship in short this game brings out the pirate in me arr i have run into little to no bugs at all in the game and it runs fine on my system especially with the big screen as my main monitor and the surround sound i am pretty sure the neighbors think i am conquering the block and probably expect me to swing through their windows any minute yelling 'heave to mi hearties i have yet to try the pvp aspect of it as i am not much of a pvp player but i am loving the heck out of the story mode even the parts in the montreal office well designed game well written story highly immersive all of the characters i have encountered thus far have a certain charm to them including the one i am playing captain kenway i have been posting pictures of my adventures on facebook and i may even blog about it in the very near future or at least post some youtube videos hats off to the crew at ubisoft who put this game together as it was just what i needed to scratch my looting and pillaging itch
"['series', 'uplay']",i played this game on xbox years ago but it was 6 dollars and this is literally one of the masterpeices of our generation of all the games to come out during the xb1 and ps4 time period this very well may be the best of the best it is a must play game
"['pirate theme', 'series', 'optimization', 'uplay']",paid $30 for a steam activation of this game on amazon way more fun than aciii being a pirate is great have been having tons of fun in my first ~10 hours of gameplay stay tuned for a better review once i 've actually finished the game but for now totally recommended tons of collectibles as always and bonus points for the voynich manuscript being among them after aciii people probably have a lot of doubts about whether ubisoft montreal blew it again on black flag let me just say that i played a couple hours of aciii before putting it down in disappointment and so far black flag looks like another game i will strive to 100 just like ii brotherhood and revelations don 't let the disappointment of 3 influence your judgement of this game while the game itself is truly great you should be warned while i haven 't experienced the serious technical issues that many claim to have encountered on pc this game does force you to use uplay and its not a secret to anybody that uplay is super -duper-shitty. the game also mysteriously decides to minimize itself every so often if i input too many xbox360 controller commands too quickly
['no topic'],i 've broken more mice from this game than ubisoft have released shitty titles 14 /7 would hold a funeral for my mouse 1 button
['series'],fuck ass creed 3 this is better worth the 60 ass creed brotherhood is still the best
['no topic'],first experience with an ac game i guess i made a great choice and it works perfect with my computer so far so good 9 /10
"['pirate theme', 'graphics', 'entertainment value', 'assassin theme', 'series']",after almost 3 years away from this game i install just for fun to replay some mission but to my big surprise the game have lost my old profile so i was smile from ear to ear when start all over again and man after 4 year since game come gfx still look wonderful and honest i still get that pirate feel and with voice act like matt ryan that is make voice to edward kenway it cant go wrong so if you like pirate game this game for you even if you dont assassin ’s creed game it still feel more like pirate game then a assassin ’s creed game and this for sure the best assassin ’s creed game ubisoft have done
['errors'],a bug ridden game but it 's still good just like skyrim 7 .5/10
"['uplay', 'cloud mechanics']",just turn off cloud saving in uplay and you 're good to go
"['assassin theme', 'pirate theme']",the best assassins creed and pirate game ever made but it would be so cool if you could have the chance to get a bigger ship or smaller still i recommend it cause its awesome
['full screen'],they fixed full screen issue now its cool
"['storyline', 'combat', 'assassin theme', 'exploration', 'character', 'graphics', 'entertainment value']",dear lord where to start with this behemoth of a game i suppose we could start by addressing that this game is no where near as mind numbing and vomit inducing and its predecessor assassins creed 3 ubisoft has seen there mistakes and absolutely capitalized on the strongest point that ac3 made and that my fellow gamers is navel combat oh yes i was very much impressed with the ship combat of ac3 and what they have brought to the table with ac4 is something i am going to remember for a very long time we join edward kenway the grandfather of ac3 's connor kenway as he makes a name for himself in the caribbean islands in the early 18th century he first leaves england for the new world as a privateer but soon turns to piracy realizing that it is far more profitable what i like most about edward kenway here is they have decided to go back to the witty assassin reminiscent of the young ezio auditore i won 't lie while the story of connor kenway is a sad one he is far too much of a whining bitch and never listens to those with experience even in the end he neglects his mentor achilles although edward is a pirate he has his band of pirate vagabonds to crack jokes with instead of complaining and belittling the man who taught him everything i 'm sure what everyone is most interested in is the focus of the game being on the vast blue and very much alive caribbean sea the ship operates much the same way that a character would in the assassins creeds since the second one in that weapons armor and special ammunition can all be bought of course you must plunder the materials from enemy ships to build said upgrades the ship the jackdaw is commanded by edward and is manned by a crew who actively keeps your ship erm ship shape they will run about tying down masts preparing /cleaning the cannons and yes of course swabbing the poop deck the transition from ship to land in most instances is literally a matter of jumping off your ship and swimming to shore there are a few larger areas and 3 cities that require a load in order to reach aside from those areas the sea is the limit if you see a small island feel free to drop anchor and swim ashore to check for any treasure (which you will find plenty of when on land you can acquire treasure maps that lead you to plunders of gold or plans for new weapons for you to equip and use ship combat is also something to drop your jaw and drool all over once you 'incapacitate' a ship you can pull yours up alongside it and choose to board your crew will then toss over the grappling hooks and pull the ships together once on board you have to complete certain objectives like 'kill 10 crew members or 'kill the captain and even setting off the powder reserves is a fine objective and swift manner of clearing the deck there is forts for you to assault whales and sharks to hunt (don't feel bad they aren 't real and can 't go extinct animals on land to hunt assassin missions and some other side quests i won 't go into too much detail about the fighting mechanic of the game has you with dual cutlasses smoke bombs your hidden blades rope darts a few miscellaneous items and i will say again oh yes four flintlock pistols nothing feels more piratey than swinging over on a rope from your ship to an enemies slashing down the captain with two cutlasses and then blasting away four crewmembers with your pistols the counter attack and sneak attacks are your best weapons as always and now instead of the poison blade we have a poison blow -dart gun extremely useful for knocking an enemy musketeer down or sending a brute into a full blown rage on his comrades the game feels swift and smooth when in combat i could go all day praising this game i really could 10 out of 10 really not lying a full 100 it quickly rose to my top 10 favorite games of all time and i know that anyone seeking a true pirate adventure would fall head over heels in love with this game it has really done proper justice to the pirate theme of movies and games it is an absolute masterpiece and any person could enjoy this game even those not familiar with the series pick this up
"['storyline', 'entertainment value']",every thing is working fine for me no bugs or anything and i really like it i mean really i can sit hours and play and it i love that that it feels like the story will never end haha 8 /10 from me
"['pirate theme', 'storyline', 'series', 'exploration', 'character', 'entertainment value']",one of the better ac games in recent memory black flag is great fun when doing all the pirate stuff and average when doing the main story missions tailing someone to a spot to kill them eavesdropping on a conversation to learn of a spot to kill them or just killing your target directly seem to be the bread and butter of this series and it 's all a bit stale now none of it takes advantage of their really amazing open world more freedom in mission design would really benefit the next game i love the 'real world narrative in this one as well while the story itself is thin the setup for the next game is really open ended with abstergo entertainment at the helm really creative and man they could do some amazing things with that in the future do all the side stuff and enjoy the open world as a pirate leave the main story missions for last as they are mainly a chore to get through
['no topic'],would like to play this game but ubisoft connect doesn't want me to
"['storyline', 'character', 'entertainment value']",great story great character devolopment great gameplay 9 /10
['entertainment value'],i love this game i rate it between a 9 and 9 .5
['pirate theme'],yo ho ho
"['storyline', 'graphics', 'entertainment value']",best ac ever made
"['storyline', 'pirate theme', 'movement', 'music', 'exploration', 'series', 'graphics', 'cloud mechanics']",why do i recommend this game story mode is decent plundering other ships you can send ships you overtake to your fleet and fight another ships in kenways 's fleet getting money with trading cargo for $r multiplayer is also fun would be better if there were multiplayer ships battles or co -op open world campaing i like the climbing movements which are new not like in ac brotherhood or ac revelations so developers really took some time to improve the game when you are sailing the ship and roam around misterious ocean your crew is singing some pirates shanties which you have to find of course amazing thing is also that you have to work hard to upgrade your ship hunt yourself for hero 's upgrades crafting darts etc when you go and hunt some legendary ships be sure to play some pirates of the caribbean theme music using diving bell to explore underwated world if you are gold thirsty and want a lot of it you can go in the pub and catch some rumors about naval convoys also there are other activities outside the animus where you can hack into your co -workers computers and find out about secrets like bermuda triangle what happend to subject 17 and more that is my opinion about the game i was also reading that people had some problems with save and so on well i did not experianced that and i think it 's fixed
"['exploration', 'pirate theme', 'combat', 'movement', 'series']","one of my personal favorites of the ac genre solely because it 's two things that i love in videogames open -world exploration and pirates this assassin 's creed takes you under the sails of your very own custom ship that lets you engage in rigorous combat (with absolutely fluid controls surprisingly challenging and unique boss fights and plenty of that jungle -gym running around stuff that you 're familiar with when it comes to the assassin 's creed line of games 9 .5/10, and only because it 's got a wee bit o age on it"
"['graphics', 'gameplay', 'audio', 'audience', 'pc requirements', 'difficulity', 'grind', 'story', 'game time', 'price', 'bugs']",---{graphics}---  you forget what reality is  beautiful  good  decent  bad  don ‘t look too long at it  paint .exe ---{gameplay}---  very good  good  it ‘s just gameplay  mehh  starring at walls is better  just don ‘t ---{audio}---  eargasm  very good  good  not too bad  bad  earrape ---{audience}---  kids teens  adults  human  lizards ---{pc requirements  check if you can run paint  potato  decent  fast  rich boiiiiii  ask nasa if they have a spare computer ---{difficulity}---  just press ‚a‘  easy  significant brain usage  easy to learn / hard to master  difficult  dark souls ---{grind}---  nothing to grind  only if u care about leaderboards /ranks  isnt necessary to progress  average grind level  too much grind  you ‘ll need a second live for grinding ---{story}---  story  text or audio floating around  average  good  lovely  it ‘ll replace your life ---{game time  long enough for a cup of coffee  short  average  long  to infinity and beyond ---{price}---  it ’s free  worth the price  if u have some spare money left  not recommended  you could also just burn your money ---{bugs}---  never heard of  minor bugs  can get annoying  ark survival evolved  the game itself is a big terrarium for bugs
['no topic'],ihuuuul
['no topic'],juice wrld said that dota 2 cant breth
['errors'],i really wanted to play this game but i can 't. it crashes every time on startup (don't get any error massage i tried almost every fix i could find but nothing works gona refund it i am really disappointed would have loved to play it
['pirate theme'],picked this up on sale as my first ac game i love pirate stuff and i love it mostly for that although i feel like they could have done a lot more awesome things with the pirating things its still a lot of fun esp for the price when its on sale avoid the multiplayer because ubisoft and microtransactions and no freaking sea battles in mp :/.
"['storyline', 'pirate theme', 'exploration', 'difficulty', 'graphics', 'entertainment value']",one of the most satisfying games i have ever played the story is great the open world imo is amazing there is nothing like the rush of capturing a fort or boarding a ship there are some easy parts in this game and some hard parts the open world is nice there are a lot of places to visit a lot of the missions are repetitive but the beauty of the locations and the time setting really make up for it this game is a gem highly recommend would plunder and kill again
"['errors', 'customer support']",ubisoft sucky once again just no care for being transparent and trying to fix bugs they created by force updating games like ac3 or black flag ubisoft has some really good games just no one there to make sure they get the technical support they need i 'm sure its to keep costs down and trying to get cash grabs from og 's who grew up playing these titles
"['no topic', 'optimization', 'full screen', 'combat', 'stealth', 'frame rate', 'uplay']",this is known as everyone 's favorite ac game it is not playable on pc unfortunately a new update has broken the fullscreen setting and the game is less playable now than it was roughly 2 years ago to get to any actual piracy you have to do 90 minutes of unfun tailing missions hokey in -world exposition and bad stealth levels i had to run the windows 95 compatibility pack for some reason in order to fix a crash at launch after all that i 'm getting 14 frames on a game this old is absurd tried turning off phys -x and dropping everything to low not playable don 't intend to give ubisoft any more of my money
['pirate theme'],v good i like being a pirate
"['pirate theme', 'series', 'exploration', 'entertainment value']",greatest pirate game ever made my full playtime was about 40 -50 hours as i decided to pace myself and most of the side quests before finishing it never played an assassins creed game before and this one makes me want to play more of the series as a child i played sid meiers pirates and the developers did as well for sure if you love open world games and the prospect of pirate adventures in the caribbean then this is the game for you worth it either on sale or full price (in fact having got it on sale i felt guilty as it ’s worth more than i paid for it get the gold version as it includes a lot of helpful content
"['pirate theme', 'series']",still my favorite assassin 's creed game ships pirates metal they need to re -release this with the odyssey engine like re :2 and skyblivion
['errors'],i can 't even start game everytime i press play game starts and says ac4bf .exe is not responding
['errors'],spent $20 when it was on sale and it freezes before it even gets to the menu (edit) fixed with help from friendly boi
['no topic'],great
"['storyline', 'combat', 'stealth', 'character', 'series']",absolutely freaking epic not only is the pirate simulation deep and enjoyable the storyline and characters are unforgettable this game is incredibly fun unlike assassin 's creed 3 there are many different types of missions there 's more of an emphasis on stealth and they took the notoriety out of the game they brought back the whores and the soldiers you could hire in ac2 and brought back the kick ass assassination contracts upgrading your ship is half the fun and i found myself striving to unearth all the plans for the epic upgrades if you 're an assassin 's creed fan or a sid meyer 's pirates fan you must pick up this game
['no topic'],would be a good game if there wasnt a need for an external launcher
"['storyline', 'exploration']",the sin of repetitiveness and occassional slightness of the story aside we are looking at a bona -fide romantic epic and titanic piece of action -adventure of perhaps lasting magnitude so don 't tell me you 've got no business sailing these waters
